Siparis_ID,Tarih,Musteri_ID,Kategori,Urun,Satis_Kanali,Odeme_Yontemi,Liste_Fiyati,Satis_Adedi,Indirim_Orani,Kargo_Ucreti,Teslimat_Suresi,Memnuniyet_Puani
ORD-200956,2023-12-03,CUST-1006,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,28903.18,1,0.0,29.9,4,4
ORD-252208,2023-10-23,CUST-1497,Telefon,Akıllı Saat,Mobil Uygulama,Havale/EFT,4411.65,1,0.0,29.9,5,2
ORD-613509,2023-10-04,CUST-1894,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,5345.44,1,0.05,29.9,1,5
ORD-798659,2023-04-15,CUST-1336,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,19568.06,1,0.0,0.0,0,5
ORD-219334,2023-12-17,CUST-1054,Ev Elektroniği,Televizyon,Online,Kredi Kartı,30536.84,1,0.1,29.9,2,5
ORD-312273,2023-11-08,CUST-1044,Ev Elektroniği,Kahve Makinesi,Mağaza,Havale/EFT,5051.63,1,0.2,0.0,0,5
ORD-650379,2023-11-15,CUST-1230,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,8096.48,1,0.0,0.0,0,4
ORD-587377,2023-04-10,CUST-1100,Aksesuar,Kulaklık,Mobil Uygulama,Kredi Kartı,1848.79,3,0.0,49.9,3,5
ORD-798667,2023-11-26,CUST-1932,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,8543.93,3,0.05,0.0,0,5
ORD-663833,2023-01-17,CUST-1675,Ev Elektroniği,Televizyon,Mobil Uygulama,Kredi Kartı,25329.16,1,0.05,29.9,4,5
ORD-881579,2023-09-04,CUST-1854,Ev Elektroniği,Kahve Makinesi,Mağaza,Havale/EFT,2906.25,1,0.05,0.0,0,5
ORD-454566,2023-12-13,CUST-1652,Bilgisayar,Tablet,Online,Kapıda Ödeme,9003.07,2,0.0,29.9,4,5
ORD-840800,2023-05-04,CUST-1202,Telefon,Akıllı Saat,Mağaza,Havale/EFT,3673.49,3,0.0,0.0,0,5
ORD-980073,2023-03-26,CUST-1619,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kredi Kartı,2171.25,2,0.15,49.9,3,5
ORD-134234,2023-07-22,CUST-1020,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,6976.4,1,0.0,49.9,2,4
ORD-324995,2023-05-20,CUST-1884,Aksesuar,Powerbank,Online,Havale/EFT,1201.98,1,0.0,49.9,4,4
ORD-873904,2023-01-19,CUST-1536,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,2629.25,2,0.0,49.9,4,4
ORD-741862,2023-06-26,CUST-1623,Aksesuar,Powerbank,Mağaza,Kapıda Ödeme,815.06,1,0.05,0.0,0,5
ORD-599582,2023-06-16,CUST-1598,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,2776.16,2,0.05,49.9,3,5
ORD-821475,2023-12-27,CUST-1620,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,4732.68,1,0.0,49.9,1,3
ORD-307642,2023-12-13,CUST-1526,Aksesuar,Powerbank,Mobil Uygulama,Havale/EFT,408.88,1,0.15,29.9,1,5
ORD-616060,2023-12-31,CUST-1824,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,42294.15,1,0.0,49.9,3,5
ORD-177235,2023-11-05,CUST-1749,Aksesuar,Powerbank,Mobil Uygulama,Havale/EFT,425.5,1,0.0,49.9,5,2
ORD-360594,2023-03-12,CUST-1000,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,32002.64,1,0.1,0.0,0,5
ORD-412503,2023-04-07,CUST-1166,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,40422.91,3,0.05,0.0,0,5
ORD-130686,2023-01-08,CUST-1457,Ev Elektroniği,Televizyon,Online,Kredi Kartı,35997.48,1,0.05,49.9,4,5
ORD-969456,2023-05-05,CUST-1327,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,7555.38,1,0.1,29.9,2,5
ORD-143375,2023-07-28,CUST-1535,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,13141.29,1,0.05,49.9,2,5
ORD-363575,2023-09-14,CUST-1791,Telefon,Akıllı Saat,Online,Kapıda Ödeme,8611.95,1,0.1,29.9,2,5
ORD-357635,2023-12-27,CUST-1576,Telefon,Akıllı Telefon,Mobil Uygulama,Havale/EFT,57519.71,3,0.0,49.9,5,3
ORD-773701,2023-07-19,CUST-1715,Aksesuar,Mouse/Klavye,Online,Havale/EFT,1729.25,1,0.05,49.9,1,5
ORD-950623,2023-12-13,CUST-1957,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,4534.98,2,0.0,29.9,5,1
ORD-591448,2023-07-21,CUST-1421,Ev Elektroniği,Kahve Makinesi,Online,Kredi Kartı,8281.87,1,0.0,49.9,2,3
ORD-602992,2023-06-16,CUST-1660,Ev Elektroniği,Robot Süpürge,Mağaza,Kredi Kartı,18239.18,1,0.0,0.0,0,5
ORD-696410,2023-09-16,CUST-1735,Telefon,Akıllı Saat,Online,Kredi Kartı,6057.22,1,0.15,29.9,2,5
ORD-899520,2023-07-01,CUST-1246,Aksesuar,Mouse/Klavye,Mağaza,Kredi Kartı,1124.29,1,0.0,0.0,0,3
ORD-102286,2023-06-21,CUST-1858,Ev Elektroniği,Kahve Makinesi,Online,Havale/EFT,6848.39,2,0.0,29.9,1,5
ORD-397875,2023-04-23,CUST-1175,Telefon,Akıllı Saat,Online,Kredi Kartı,2411.56,1,0.0,29.9,5,2
ORD-511474,2023-07-21,CUST-1311,Aksesuar,Powerbank,Online,Kredi Kartı,484.28,1,0.0,49.9,1,5
ORD-626068,2023-09-22,CUST-1822,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,7730.87,1,0.0,29.9,4,5
ORD-458697,2023-11-18,CUST-1269,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Havale/EFT,16783.65,2,0.1,49.9,4,5
ORD-224426,2023-08-07,CUST-1497,Ev Elektroniği,Televizyon,Mobil Uygulama,Kredi Kartı,26241.13,1,0.0,29.9,3,5
ORD-297389,2023-05-30,CUST-1039,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,7724.89,1,0.05,0.0,0,5
ORD-769127,2023-03-14,CUST-1382,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,27267.67,1,0.1,29.9,2,5
ORD-917672,2023-06-19,CUST-1081,Ev Elektroniği,Kahve Makinesi,Online,Kredi Kartı,6510.05,1,0.0,49.9,4,5
ORD-258626,2023-07-08,CUST-1228,Aksesuar,Powerbank,Online,Havale/EFT,447.85,1,0.0,29.9,5,3
ORD-394657,2023-10-25,CUST-1528,Ev Elektroniği,Kahve Makinesi,Online,Kredi Kartı,4559.89,1,0.15,29.9,2,5
ORD-602655,2023-03-31,CUST-1232,Ev Elektroniği,Televizyon,Mağaza,Kredi Kartı,38276.45,1,0.05,0.0,0,5
ORD-970948,2023-12-07,CUST-1657,Aksesuar,Kulaklık,Mağaza,Kredi Kartı,2359.28,2,0.0,0.0,0,4
ORD-361612,2023-05-15,CUST-1790,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,1987.94,1,0.05,0.0,0,5
ORD-356109,2023-05-08,CUST-1268,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,5282.1,1,0.1,49.9,2,5
ORD-561722,2023-08-02,CUST-1123,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kapıda Ödeme,8916.06,1,0.1,49.9,2,5
ORD-904748,2023-01-31,CUST-1299,Bilgisayar,Tablet,Mobil Uygulama,Havale/EFT,14315.79,1,0.0,49.9,4,5
ORD-800627,2023-04-21,CUST-1238,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,2330.97,2,0.1,49.9,5,3
ORD-946887,2023-12-05,CUST-1580,Bilgisayar,Monitör,Online,Kredi Kartı,5932.66,1,0.05,49.9,3,5
ORD-139725,2023-07-16,CUST-1258,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,17484.39,1,0.0,29.9,1,5
ORD-253447,2023-09-18,CUST-1398,Aksesuar,Mouse/Klavye,Online,Kapıda Ödeme,605.22,1,0.0,29.9,5,3
ORD-208678,2023-09-16,CUST-1236,Bilgisayar,Tablet,Mobil Uygulama,Kredi Kartı,8417.22,1,0.1,29.9,2,5
ORD-460630,2023-09-09,CUST-1684,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,56239.27,1,0.05,49.9,2,5
ORD-626001,2023-05-26,CUST-1494,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,59521.88,1,0.0,0.0,0,4
ORD-261448,2023-12-28,CUST-1341,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,11481.58,1,0.0,49.9,1,5
ORD-636413,2023-10-17,CUST-1190,Ev Elektroniği,Televizyon,Online,Kredi Kartı,22750.17,1,0.15,49.9,4,5
ORD-772021,2023-09-16,CUST-1302,Telefon,Akıllı Telefon,Mağaza,Kredi Kartı,24808.18,1,0.0,0.0,0,4
ORD-380710,2023-01-23,CUST-1112,Aksesuar,Powerbank,Mağaza,Havale/EFT,421.26,1,0.1,0.0,0,5
ORD-988497,2023-07-30,CUST-1014,Aksesuar,Powerbank,Mobil Uygulama,Kapıda Ödeme,539.23,1,0.15,29.9,5,3
ORD-677415,2023-07-01,CUST-1531,Ev Elektroniği,Robot Süpürge,Online,Kredi Kartı,7511.77,1,0.0,29.9,2,5
ORD-793755,2023-07-05,CUST-1387,Telefon,Akıllı Telefon,Mağaza,Kredi Kartı,17558.34,1,0.2,0.0,0,5
ORD-252984,2023-01-18,CUST-1665,Telefon,Akıllı Saat,Online,Kredi Kartı,9298.33,1,0.0,29.9,3,4
ORD-255759,2023-01-27,CUST-1125,Ev Elektroniği,Robot Süpürge,Online,Kapıda Ödeme,16720.18,1,0.1,49.9,1,5
ORD-447501,2023-02-28,CUST-1454,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,6409.89,2,0.05,29.9,1,5
ORD-600208,2023-01-01,CUST-1145,Bilgisayar,Laptop,Mağaza,Havale/EFT,42734.17,1,0.0,0.0,0,3
ORD-284807,2023-07-15,CUST-1677,Telefon,Akıllı Saat,Mağaza,Havale/EFT,7595.18,1,0.05,0.0,0,5
ORD-785899,2023-03-10,CUST-1993,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,2226.08,1,0.0,0.0,0,4
ORD-200476,2023-03-25,CUST-1971,Ev Elektroniği,Kahve Makinesi,Mağaza,Kapıda Ödeme,13867.19,1,0.1,0.0,0,5
ORD-793408,2023-05-12,CUST-1040,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,2680.44,1,0.0,49.9,2,4
ORD-172124,2023-06-08,CUST-1040,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,32885.14,2,0.05,49.9,3,5
ORD-506025,2023-06-07,CUST-1778,Bilgisayar,Tablet,Online,Kapıda Ödeme,8515.12,1,0.05,49.9,4,5
ORD-176664,2023-04-18,CUST-1636,Bilgisayar,Tablet,Online,Kapıda Ödeme,8031.69,1,0.15,29.9,5,2
ORD-462619,2023-03-18,CUST-1167,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,13730.16,2,0.0,49.9,2,3
ORD-941621,2023-03-24,CUST-1165,Telefon,Akıllı Saat,Online,Kredi Kartı,9030.62,2,0.15,49.9,3,5
ORD-598571,2023-12-23,CUST-1542,Bilgisayar,Tablet,Mobil Uygulama,Havale/EFT,13146.94,1,0.0,29.9,5,2
ORD-581785,2023-12-17,CUST-1037,Telefon,Akıllı Saat,Mağaza,Kapıda Ödeme,3642.65,3,0.0,0.0,0,5
ORD-820458,2023-10-06,CUST-1413,Bilgisayar,Monitör,Online,Havale/EFT,3576.48,3,0.15,49.9,3,5
ORD-965047,2023-05-09,CUST-1537,Ev Elektroniği,Televizyon,Mağaza,Kredi Kartı,17337.72,1,0.05,0.0,0,5
ORD-999598,2023-01-22,CUST-1427,Ev Elektroniği,Televizyon,Online,Havale/EFT,45191.44,1,0.0,49.9,3,3
ORD-158765,2023-07-13,CUST-1405,Ev Elektroniği,Televizyon,Mobil Uygulama,Havale/EFT,48256.7,2,0.0,29.9,2,5
ORD-135654,2023-09-16,CUST-1309,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,8828.54,1,0.05,49.9,3,5
ORD-911991,2023-09-29,CUST-1006,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,8815.14,2,0.0,29.9,4,3
ORD-625222,2023-06-27,CUST-1263,Aksesuar,Powerbank,Mağaza,Kredi Kartı,1075.52,1,0.1,0.0,0,5
ORD-322475,2023-08-31,CUST-1643,Ev Elektroniği,Robot Süpürge,Mağaza,Kredi Kartı,16287.43,2,0.05,0.0,0,5
ORD-364116,2023-07-30,CUST-1416,Aksesuar,Mouse/Klavye,Mağaza,Kredi Kartı,1989.75,2,0.0,0.0,0,3
ORD-178952,2023-01-09,CUST-1607,Aksesuar,Powerbank,Online,Havale/EFT,283.95,1,0.05,29.9,3,5
ORD-339124,2023-05-27,CUST-1309,Bilgisayar,Tablet,Online,Kapıda Ödeme,5320.54,1,0.05,49.9,3,5
ORD-363440,2023-11-02,CUST-1471,Ev Elektroniği,Televizyon,Online,Havale/EFT,26913.42,1,0.15,29.9,4,5
ORD-295545,2023-01-30,CUST-1240,Ev Elektroniği,Kahve Makinesi,Online,Havale/EFT,3753.91,1,0.0,49.9,5,2
ORD-130624,2023-08-13,CUST-1515,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,15252.05,1,0.0,49.9,3,5
ORD-659750,2023-10-07,CUST-1275,Aksesuar,Powerbank,Mağaza,Kapıda Ödeme,711.97,2,0.15,0.0,0,5
ORD-874795,2023-07-05,CUST-1275,Telefon,Akıllı Saat,Online,Kapıda Ödeme,6476.77,1,0.1,49.9,2,5
ORD-150619,2023-05-17,CUST-1158,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,7655.08,1,0.05,0.0,0,5
ORD-199999,2023-01-07,CUST-1282,Aksesuar,Powerbank,Online,Havale/EFT,1014.29,1,0.2,49.9,1,5
ORD-564192,2023-04-26,CUST-1310,Bilgisayar,Laptop,Mağaza,Kredi Kartı,27830.71,1,0.0,0.0,0,3
ORD-453063,2023-01-02,CUST-1919,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,55797.26,1,0.0,29.9,2,5
ORD-816662,2023-12-02,CUST-1959,Bilgisayar,Monitör,Online,Havale/EFT,5472.47,1,0.0,29.9,3,3
ORD-610414,2023-03-30,CUST-1225,Telefon,Akıllı Saat,Mağaza,Havale/EFT,8500.08,1,0.0,0.0,0,4
ORD-387278,2023-07-27,CUST-1907,Bilgisayar,Laptop,Mağaza,Kapıda Ödeme,34978.09,3,0.0,0.0,0,4
ORD-845111,2023-08-12,CUST-1033,Aksesuar,Powerbank,Mobil Uygulama,Kapıda Ödeme,1250.02,2,0.0,49.9,1,3
ORD-519581,2023-10-12,CUST-1220,Bilgisayar,Tablet,Mağaza,Havale/EFT,10312.26,1,0.0,0.0,0,5
ORD-909018,2023-11-25,CUST-1434,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,12564.97,1,0.0,0.0,0,4
ORD-349863,2023-03-24,CUST-1937,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,26803.43,1,0.0,0.0,0,3
ORD-977625,2023-11-28,CUST-1969,Bilgisayar,Laptop,Online,Kapıda Ödeme,25502.27,1,0.0,29.9,1,4
ORD-415328,2023-08-05,CUST-1242,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,31237.95,1,0.0,0.0,0,3
ORD-175319,2023-10-15,CUST-1077,Bilgisayar,Tablet,Mobil Uygulama,Kapıda Ödeme,10334.7,1,0.0,49.9,5,3
ORD-744427,2023-01-20,CUST-1553,Aksesuar,Powerbank,Online,Kapıda Ödeme,1137.05,1,0.0,29.9,3,4
ORD-118351,2023-03-06,CUST-1236,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,9832.52,1,0.0,29.9,1,4
ORD-399024,2023-03-11,CUST-1724,Telefon,Akıllı Saat,Mağaza,Havale/EFT,3947.34,1,0.0,0.0,0,3
ORD-486737,2023-01-22,CUST-1317,Aksesuar,Mouse/Klavye,Mağaza,Kredi Kartı,512.07,1,0.1,0.0,0,5
ORD-208584,2023-07-17,CUST-1016,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,4948.42,1,0.0,29.9,2,5
ORD-477392,2023-03-27,CUST-1624,Telefon,Akıllı Telefon,Mobil Uygulama,Kapıda Ödeme,52473.97,2,0.0,49.9,2,4
ORD-794869,2023-08-31,CUST-1580,Telefon,Akıllı Saat,Mobil Uygulama,Havale/EFT,7552.75,1,0.15,49.9,1,5
ORD-306901,2023-08-13,CUST-1912,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,7210.18,1,0.0,0.0,0,4
ORD-946234,2023-10-19,CUST-1044,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,47046.04,2,0.0,29.9,1,4
ORD-358538,2023-05-06,CUST-1864,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,21484.46,1,0.1,49.9,5,1
ORD-108965,2023-12-26,CUST-1978,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,7989.41,1,0.15,49.9,1,5
ORD-475335,2023-05-19,CUST-1422,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,1653.55,1,0.1,29.9,2,5
ORD-421911,2023-08-20,CUST-1037,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,58974.79,1,0.05,0.0,0,5
ORD-205758,2023-08-06,CUST-1278,Ev Elektroniği,Kahve Makinesi,Online,Havale/EFT,8656.05,1,0.0,29.9,4,3
ORD-408200,2023-05-10,CUST-1652,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kredi Kartı,4203.56,1,0.0,29.9,4,4
ORD-554308,2023-11-13,CUST-1787,Bilgisayar,Tablet,Mobil Uygulama,Havale/EFT,11944.09,1,0.05,29.9,2,5
ORD-654452,2023-04-03,CUST-1559,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Havale/EFT,2858.34,1,0.1,49.9,1,5
ORD-345959,2023-01-09,CUST-1037,Telefon,Akıllı Telefon,Mağaza,Kredi Kartı,31150.78,1,0.0,0.0,0,3
ORD-585880,2023-08-01,CUST-1909,Bilgisayar,Tablet,Mobil Uygulama,Havale/EFT,5945.25,1,0.05,49.9,5,3
ORD-394942,2023-07-20,CUST-1123,Ev Elektroniği,Kahve Makinesi,Online,Kapıda Ödeme,13416.06,1,0.05,29.9,4,5
ORD-788654,2023-02-08,CUST-1810,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,4272.98,1,0.15,29.9,2,5
ORD-698640,2023-05-15,CUST-1373,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,1651.09,3,0.0,0.0,0,3
ORD-127949,2023-10-26,CUST-1421,Bilgisayar,Monitör,Online,Havale/EFT,5915.19,1,0.0,49.9,5,2
ORD-594861,2023-04-22,CUST-1954,Bilgisayar,Monitör,Mağaza,Kredi Kartı,3460.89,3,0.0,0.0,0,4
ORD-100966,2023-08-24,CUST-1486,Bilgisayar,Laptop,Online,Havale/EFT,39375.58,1,0.0,49.9,3,4
ORD-324183,2023-02-18,CUST-1019,Ev Elektroniği,Televizyon,Mobil Uygulama,Havale/EFT,39360.64,1,0.1,49.9,2,5
ORD-246326,2023-04-30,CUST-1782,Ev Elektroniği,Televizyon,Mobil Uygulama,Havale/EFT,19361.85,1,0.0,49.9,2,3
ORD-158103,2023-11-30,CUST-1109,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,1829.04,3,0.0,0.0,0,4
ORD-915854,2023-05-15,CUST-1939,Bilgisayar,Laptop,Online,Kredi Kartı,39347.92,1,0.0,49.9,4,4
ORD-943591,2023-09-27,CUST-1634,Telefon,Akıllı Telefon,Mobil Uygulama,Havale/EFT,39547.53,1,0.15,29.9,5,1
ORD-750004,2023-08-07,CUST-1677,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,12167.45,1,0.15,29.9,2,5
ORD-469053,2023-05-20,CUST-1791,Bilgisayar,Laptop,Mobil Uygulama,Havale/EFT,31422.92,1,0.05,49.9,2,5
ORD-322983,2023-03-06,CUST-1260,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,5045.03,1,0.0,29.9,5,1
ORD-412662,2023-08-17,CUST-1737,Bilgisayar,Monitör,Mobil Uygulama,Kapıda Ödeme,3538.43,1,0.05,49.9,3,5
ORD-693817,2023-05-27,CUST-1412,Bilgisayar,Laptop,Mağaza,Kredi Kartı,29292.91,1,0.05,0.0,0,5
ORD-431874,2023-01-20,CUST-1848,Aksesuar,Kulaklık,Mobil Uygulama,Havale/EFT,3251.55,1,0.0,29.9,2,5
ORD-166332,2023-06-30,CUST-1570,Bilgisayar,Monitör,Mağaza,Havale/EFT,4076.9,1,0.15,0.0,0,5
ORD-683184,2023-07-20,CUST-1163,Aksesuar,Powerbank,Mağaza,Kapıda Ödeme,922.97,2,0.0,0.0,0,4
ORD-227378,2023-05-04,CUST-1487,Ev Elektroniği,Robot Süpürge,Online,Kapıda Ödeme,19732.23,1,0.0,29.9,3,3
ORD-756899,2023-02-24,CUST-1405,Telefon,Akıllı Saat,Mağaza,Havale/EFT,3974.08,1,0.1,0.0,0,5
ORD-432529,2023-02-23,CUST-1279,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,40531.5,1,0.0,29.9,4,3
ORD-198350,2023-02-17,CUST-1639,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,3410.79,1,0.1,49.9,5,1
ORD-469481,2023-08-18,CUST-1871,Ev Elektroniği,Robot Süpürge,Mağaza,Kapıda Ödeme,5920.2,1,0.0,0.0,0,3
ORD-494669,2023-01-05,CUST-1566,Aksesuar,Kulaklık,Mağaza,Kredi Kartı,1303.07,1,0.0,0.0,0,5
ORD-482929,2023-04-23,CUST-1778,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,9466.81,1,0.0,49.9,3,4
ORD-810844,2023-04-03,CUST-1481,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kapıda Ödeme,7420.6,2,0.0,29.9,1,4
ORD-996325,2023-10-30,CUST-1399,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,29935.53,3,0.0,49.9,2,5
ORD-286055,2023-05-14,CUST-1674,Ev Elektroniği,Robot Süpürge,Online,Kredi Kartı,19367.38,1,0.0,29.9,1,3
ORD-757986,2023-04-08,CUST-1766,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,1695.62,1,0.0,49.9,2,4
ORD-554735,2023-09-26,CUST-1986,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,59187.3,1,0.05,0.0,0,5
ORD-961179,2023-08-12,CUST-1883,Aksesuar,Kulaklık,Online,Kredi Kartı,3473.76,1,0.15,29.9,2,5
ORD-145683,2023-10-18,CUST-1118,Telefon,Akıllı Telefon,Mağaza,Kredi Kartı,40138.93,1,0.15,0.0,0,5
ORD-913574,2023-10-13,CUST-1156,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,2654.86,1,0.1,29.9,1,5
ORD-197444,2023-10-26,CUST-1554,Aksesuar,Kulaklık,Online,Kredi Kartı,2924.71,1,0.0,29.9,1,3
ORD-806622,2023-12-08,CUST-1141,Aksesuar,Powerbank,Mağaza,Kredi Kartı,854.88,1,0.2,0.0,0,5
ORD-885073,2023-11-08,CUST-1499,Bilgisayar,Laptop,Mobil Uygulama,Havale/EFT,34691.28,2,0.1,49.9,1,5
ORD-206399,2023-03-04,CUST-1709,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,50502.27,1,0.0,0.0,0,5
ORD-146264,2023-04-13,CUST-1200,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,43791.42,1,0.1,49.9,3,5
ORD-672583,2023-08-15,CUST-1182,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,37302.05,2,0.0,49.9,5,2
ORD-422244,2023-06-28,CUST-1274,Aksesuar,Powerbank,Mağaza,Kredi Kartı,1331.56,1,0.1,0.0,0,5
ORD-579241,2023-07-24,CUST-1763,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,2945.28,1,0.0,29.9,3,3
ORD-641359,2023-12-29,CUST-1406,Aksesuar,Powerbank,Mobil Uygulama,Kredi Kartı,1496.52,1,0.05,29.9,4,5
ORD-847159,2023-01-22,CUST-1461,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kredi Kartı,5402.96,1,0.0,29.9,3,5
ORD-749831,2023-12-22,CUST-1432,Ev Elektroniği,Robot Süpürge,Online,Kredi Kartı,5593.03,1,0.05,49.9,1,5
ORD-469877,2023-02-11,CUST-1951,Aksesuar,Powerbank,Online,Kapıda Ödeme,1257.27,1,0.0,29.9,3,3
ORD-561436,2023-12-13,CUST-1399,Bilgisayar,Laptop,Mağaza,Havale/EFT,24064.34,2,0.0,0.0,0,3
ORD-771222,2023-12-14,CUST-1091,Bilgisayar,Monitör,Mobil Uygulama,Kredi Kartı,7976.58,1,0.0,49.9,2,4
ORD-759777,2023-02-27,CUST-1992,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,2105.48,3,0.05,29.9,2,5
ORD-154127,2023-11-08,CUST-1198,Aksesuar,Mouse/Klavye,Online,Havale/EFT,2057.52,1,0.0,49.9,3,5
ORD-545420,2023-04-24,CUST-1383,Bilgisayar,Laptop,Mağaza,Kapıda Ödeme,21384.67,1,0.0,0.0,0,5
ORD-803063,2023-05-23,CUST-1019,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,15596.28,1,0.0,49.9,5,3
ORD-951201,2023-08-24,CUST-1883,Telefon,Akıllı Saat,Mobil Uygulama,Havale/EFT,5305.82,3,0.05,29.9,1,5
ORD-736513,2023-01-25,CUST-1899,Telefon,Akıllı Telefon,Online,Havale/EFT,43606.79,1,0.05,49.9,4,5
ORD-250192,2023-03-18,CUST-1472,Ev Elektroniği,Robot Süpürge,Mağaza,Kapıda Ödeme,14032.27,1,0.1,0.0,0,5
ORD-569398,2023-12-26,CUST-1987,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,2801.79,1,0.1,49.9,1,5
ORD-117669,2023-08-07,CUST-1537,Telefon,Akıllı Saat,Online,Kredi Kartı,5061.3,1,0.1,49.9,5,3
ORD-901640,2023-05-08,CUST-1143,Telefon,Akıllı Saat,Online,Kredi Kartı,3977.04,1,0.0,29.9,1,5
ORD-421720,2023-03-09,CUST-1848,Bilgisayar,Tablet,Mobil Uygulama,Kredi Kartı,6117.47,1,0.0,49.9,2,4
ORD-943630,2023-01-13,CUST-1808,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,978.53,2,0.1,0.0,0,5
ORD-511758,2023-09-29,CUST-1394,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,773.3,1,0.15,29.9,5,2
ORD-726310,2023-08-28,CUST-1419,Ev Elektroniği,Kahve Makinesi,Mağaza,Kredi Kartı,8155.54,1,0.05,0.0,0,5
ORD-469670,2023-05-28,CUST-1997,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,8784.03,2,0.05,0.0,0,5
ORD-472698,2023-08-10,CUST-1153,Bilgisayar,Laptop,Online,Kredi Kartı,26502.15,1,0.1,29.9,4,5
